Year,Country,GDP (current US$),GDP (current US$)_Source,GNI per capita,GNI per capita_Source,Industry (% of GDP),Industry (% of GDP)_Source,Manufacturing (% of GDP),Manufacturing (% of GDP)_Source,Foreign direct investment (% of GDP),Foreign direct investment (% of GDP)_Source,"Population, total","Population, total_Source",Urban population (% of total),Urban population (% of total)_Source,Population growth (annual %),Population growth (annual %)_Source,Energy use (kg of oil equivalent per capita),Energy use (kg of oil equivalent per capita)_Source,Electric power consumption (kWh per capita),Electric power consumption (kWh per capita)_Source,Access to electricity (% of population),Access to electricity (% of population)_Source,Fossil fuel energy consumption (% of total),Fossil fuel energy consumption (% of total)_Source,Individuals using the Internet (% of population),Individuals using the Internet (% of population)_Source,Mobile cellular subscriptions (per 100 people),Mobile cellular subscriptions (per 100 people)_Source,PM2.5 air pollution (micrograms per cubic meter),PM2.5 air pollution (micrograms per cubic meter)_Source,CO2 emissions (metric tons per capita),CO2 emissions (metric tons per capita)_Source,Total greenhouse gas emissions (per capita),Total greenhouse gas emissions (per capita)_Source,Demand (TWh),Demand (TWh)_Source,GDP (current US$)_Prophet,GDP (current US$)_Lower_CI,GDP (current US$)_Upper_CI,GNI per capita_Prophet,GNI per capita_Lower_CI,GNI per capita_Upper_CI,Industry (% of GDP)_Prophet,Industry (% of GDP)_Lower_CI,Industry (% of GDP)_Upper_CI,Manufacturing (% of GDP)_Prophet,Manufacturing (% of GDP)_Lower_CI,Manufacturing (% of GDP)_Upper_CI,Foreign direct investment (% of GDP)_Prophet,Foreign direct investment (% of GDP)_Lower_CI,Foreign direct investment (% of GDP)_Upper_CI,"Population, total_Prophet","Population, total_Lower_CI","Population, total_Upper_CI",Urban population (% of total)_Prophet,Urban population (% of total)_Lower_CI,Urban population (% of total)_Upper_CI,Population growth (annual %)_Prophet,Population growth (annual %)_Lower_CI,Population growth (annual %)_Upper_CI,Energy use (kg of oil equivalent per capita)_Prophet,Energy use (kg of oil equivalent per capita)_Lower_CI,Energy use (kg of oil equivalent per capita)_Upper_CI,Electric power consumption (kWh per capita)_Prophet,Electric power consumption (kWh per capita)_Lower_CI,Electric power consumption (kWh per capita)_Upper_CI,Access to electricity (% of population)_Prophet,Access to electricity (% of population)_Lower_CI,Access to electricity (% of population)_Upper_CI,Fossil fuel energy consumption (% of total)_Prophet,Fossil fuel energy consumption (% of total)_Lower_CI,Fossil fuel energy consumption (% of total)_Upper_CI,Individuals using the Internet (% of population)_Prophet,Individuals using the Internet (% of population)_Lower_CI,Individuals using the Internet (% of population)_Upper_CI,Mobile cellular subscriptions (per 100 people)_Prophet,Mobile cellular subscriptions (per 100 people)_Lower_CI,Mobile cellular subscriptions (per 100 people)_Upper_CI,PM2.5 air pollution (micrograms per cubic meter)_Prophet,PM2.5 air pollution (micrograms per cubic meter)_Lower_CI,PM2.5 air pollution (micrograms per cubic meter)_Upper_CI,CO2 emissions (metric tons per capita)_Prophet,CO2 emissions (metric tons per capita)_Lower_CI,CO2 emissions (metric tons per capita)_Upper_CI,Total greenhouse gas emissions (per capita)_Prophet,Total greenhouse gas emissions (per capita)_Lower_CI,Total greenhouse gas emissions (per capita)_Upper_CI,Demand (TWh)_Prophet,Demand (TWh)_Lower_CI,Demand (TWh)_Upper_CI
2026,Malaysia,442781511900.2394,VAR_Forecast,12097.120290602476,VAR_Forecast,37.88869530110557,VAR_Forecast,24.01145931569816,VAR_Forecast,5.254529064826766,VAR_Forecast,35748435.7142134,VAR_Forecast,79.76636517615161,VAR_Forecast,0.8834921602919438,VAR_Forecast,2871.1892825281298,VAR_Forecast,4681.585200074701,VAR_Forecast,100.0,VAR_Forecast,97.15650784422108,VAR_Forecast,100.0,VAR_Forecast,159.37090043587924,VAR_Forecast,14.705022798267,VAR_Forecast,7.983291041349906,VAR_Forecast,9.131855600735433,VAR_Forecast,186.3274162102898,VAR_Forecast,457516229199.4651,426078056143.6924,487202055081.0952,13733.045672539867,12530.03629179671,14846.876236050444,34.97097461562478,33.264643794890546,36.84844998978636,22.05458040093813,21.051987866480044,23.07778950283289,3.755982013131277,2.1200874553543807,5.345852674557166,37535886.35315845,37255053.62656747,37817934.00937765,81.18619269402497,81.0130014874864,81.37337202716292,0.8218330699160781,0.6996237108456905,0.9528647161287288,3176.740907811216,3077.271714481112,3287.2091635812635,5464.736009372262,5108.890437001099,5818.137912800569,99.999927680545,99.45352561150506,100.0,97.00917983843918,96.11299255200537,97.91548479696633,100.0,100.0,100.0,186.9075078488341,164.102957826139,200.0,13.10488284867009,12.036209016289988,14.302797170714602,6.902542696096605,6.591792393344305,7.190671351558745,8.082537318575834,7.71420517502193,8.44782733078375,195.90408745016825,193.0912754119556,198.60526554086184
2027,Malaysia,483746905709.0665,VAR_Forecast,13550.159234671322,VAR_Forecast,39.10857489886969,VAR_Forecast,22.89336501111912,VAR_Forecast,4.5031743354554905,VAR_Forecast,35905052.77177828,VAR_Forecast,80.063874847019,VAR_Forecast,0.9580279418331272,VAR_Forecast,2958.421072232517,VAR_Forecast,4494.723093412644,VAR_Forecast,100.0,VAR_Forecast,97.130637984482,VAR_Forecast,100.0,VAR_Forecast,170.47496484198618,VAR_Forecast,16.384023855074656,VAR_Forecast,8.52756756119391,VAR_Forecast,9.693539468666856,VAR_Forecast,193.2780529039042,VAR_Forecast,459194435027.2195,427000420663.6517,493719742066.3964,13965.899205412556,12816.251208165582,15127.476802751476,34.28818069948888,32.48940725156885,36.08707518720961,21.82010956887276,20.78158289286399,22.87545576894611,3.818243691786252,2.0664355892769164,5.561796203724672,38300766.390149646,37878646.39211448,38741955.63744406,81.8737587125742,81.60539885132174,82.17974283825305,0.6617912215010491,0.5307524867387522,0.7905840866642546,3263.034123576544,3173.07697021068,3357.497330964482,5610.371815048709,5261.918050531763,5945.919255775954,99.9985308792323,99.12728845093407,100.0,97.15449583448242,95.70172052137188,98.6017054054082,100.0,100.0,100.0,192.65073041323117,171.09018255652558,200.0,12.238764318939896,11.0495467841545,13.370161076038643,6.338673203515733,6.0435669751132695,6.649385742033563,7.498104216715623,7.118515471492604,7.8477690106879905,196.1983613280869,193.42693719131023,198.9277781753678
2028,Malaysia,421301872781.9973,VAR_Forecast,13206.3674414924,VAR_Forecast,35.44116614511689,VAR_Forecast,22.37060731990741,VAR_Forecast,0.989386473252297,VAR_Forecast,36031894.632894814,VAR_Forecast,80.33162992904367,VAR_Forecast,0.9276921267286028,VAR_Forecast,2936.401524251696,VAR_Forecast,4803.632089759216,VAR_Forecast,100.0,VAR_Forecast,97.1140305264301,VAR_Forecast,100.0,VAR_Forecast,169.66301791672282,VAR_Forecast,16.290454814185924,VAR_Forecast,8.232351707729782,VAR_Forecast,9.466790952166724,VAR_Forecast,189.43721621623263,VAR_Forecast,503567486270.8007,469467752720.3545,538097915459.263,14649.568181175213,13567.53633446727,15684.623252464373,35.08818082329479,33.39504951017422,36.86339749526387,22.25752947831996,21.192578074547747,23.22733712272021,3.5527570708546854,1.9890341795231568,5.200296241015562,37957058.31939077,37339622.61434607,38574065.51079937,82.0440118063892,81.64872883268274,82.46252853916809,0.8637241901812573,0.7339469626434723,0.996206211365324,3122.9147921084736,3024.0139623916107,3224.403314580774,5599.279469044974,5248.934111446294,5926.218869943067,100.0,98.83121469346428,100.0,96.86765285237142,94.86990024933208,98.89390916931109,100.0,100.0,100.0,196.99070877336487,175.2244059549825,200.0,13.403832857547258,12.24592127470666,14.647332370708828,7.719468824223919,7.398023342254768,8.048427143407848,8.881484975714022,8.499718687584592,9.259445336947213,208.5467193083361,205.6525489753519,211.20582978931463
2029,Malaysia,422523639213.75134,VAR_Forecast,12722.006159454422,VAR_Forecast,35.773704551526734,VAR_Forecast,22.779261708477904,VAR_Forecast,5.218326476221016,VAR_Forecast,36201625.392467566,VAR_Forecast,80.60731783138456,VAR_Forecast,0.806711928257122,VAR_Forecast,3005.356566247517,VAR_Forecast,4902.550291876949,VAR_Forecast,100.0,VAR_Forecast,97.25206598365268,VAR_Forecast,100.0,VAR_Forecast,177.3230896395179,VAR_Forecast,14.561467803580078,VAR_Forecast,8.41920591621403,VAR_Forecast,9.631062238708957,VAR_Forecast,187.40087700242748,VAR_Forecast,510678713891.65625,477809525344.7499,546223198771.835,14951.853712781334,13904.508295553816,16149.552283510546,34.66006899900559,32.9091586746467,36.42887155652208,22.15184612535354,21.17206938402584,23.211588599860583,3.6658573736846,1.990850274836012,5.253183462264816,38588992.81927857,37771161.523034014,39419921.48877971,82.67219644265177,82.16677283045135,83.22386250362958,0.7449189037518016,0.6181154748453591,0.8762954865624792,3181.950993342853,3088.549199436389,3280.951937046091,5722.4200659447815,5398.4832714796985,6087.959895937877,100.0,98.6,100.0,96.97388181121924,94.2250474103764,99.71051839396704,100.0,100.0,100.0,200.0,179.11330994267828,200.0,12.782202442994198,11.546787600818114,14.073296382752634,7.40252815494302,7.0866422751004166,7.756794095654031,8.550679955232358,8.177988325075052,8.90904994135261,210.4129632629153,207.33137759045349,213.25954866375116
2030,Malaysia,451321244542.64246,VAR_Forecast,13026.89952081699,VAR_Forecast,36.93527280027521,VAR_Forecast,22.72787516315858,VAR_Forecast,5.620314005492092,VAR_Forecast,36304828.12848574,VAR_Forecast,80.84796233718077,VAR_Forecast,0.8077872222208398,VAR_Forecast,2990.6537184834324,VAR_Forecast,4902.187751204839,VAR_Forecast,100.0,VAR_Forecast,97.21262623588076,VAR_Forecast,100.0,VAR_Forecast,179.7185076086869,VAR_Forecast,12.854222319614372,VAR_Forecast,8.406885803239524,VAR_Forecast,9.625379166174474,VAR_Forecast,188.1826881949668,VAR_Forecast,515064314484.92456,481660014771.9778,546072393394.87134,15219.3247097985,14086.622069982415,16276.862701452848,34.12661417940913,32.30969538013158,35.945663788701786,21.9815804718479,20.85239249573417,23.07190407706677,3.753684687194494,2.0789585694268,5.561484238524717,39286402.2718845,38230775.611813605,40342471.94794069,83.3302971467516,82.68018007554292,84.02107799754201,0.6054237020488151,0.4734163962008113,0.733817746465894,3254.6672113016816,3153.3536619792862,3361.3140694021545,5856.843238750422,5526.096862908941,6229.153503421485,99.99993116027066,98.6,100.0,97.10134566466208,93.70573166968408,100.0,100.0,100.0,100.0,200.0,185.7874658406164,200.0,12.037936319612893,10.847507187908136,13.188732329913387,6.961716434627148,6.594700078561535,7.320905279513002,8.09265167149741,7.724463810062025,8.498837315398772,211.4897774706748,208.3121082914404,214.59108597403176
2031,Malaysia,471569016229.2273,VAR_Forecast,13841.317531436396,VAR_Forecast,37.14913851738599,VAR_Forecast,21.874885660116128,VAR_Forecast,4.008148159144721,VAR_Forecast,36501609.08553616,VAR_Forecast,81.13277181616928,VAR_Forecast,0.97252816487838,VAR_Forecast,2927.246966629464,VAR_Forecast,5000.98397953168,VAR_Forecast,100.0,VAR_Forecast,97.19378549008732,VAR_Forecast,100.0,VAR_Forecast,183.00141313273036,VAR_Forecast,13.87690423899684,VAR_Forecast,8.485279935995946,VAR_Forecast,9.699605907672312,VAR_Forecast,197.38382663474795,VAR_Forecast,516742520312.4593,482959462116.5289,548292231034.7068,15452.178242668744,14405.864399110376,16568.379385046337,33.48801581573101,31.51505695987935,35.3053550845726,21.747114123867327,20.605170231392687,22.83433211583408,3.816176908717431,2.4197171861632163,5.477656278969336,40051282.30888246,38744858.31808459,41319515.33749438,84.01786316530355,83.20155126105809,84.84036363752698,0.4453818536319724,0.3113907219354274,0.5771731390555005,3340.960427068166,3236.8989695351365,3444.8531702271653,6002.479044427717,5676.206698065379,6369.1279590597605,99.9985343589858,98.6,100.0,97.24666166070638,93.05948027068428,100.0,100.0,100.0,100.0,200.0,188.52445937040568,200.0,11.171817789872412,9.978790189271075,12.341379105057484,6.3978469420362565,6.042279524595933,6.769610317089587,7.508218569627024,7.11100831324662,7.93897564537015,211.784051348532,208.68568401065548,214.9465808535748
2032,Malaysia,464887867217.0419,VAR_Forecast,13794.987140827045,VAR_Forecast,34.20939226266497,VAR_Forecast,20.13090411484385,VAR_Forecast,2.847426376864431,VAR_Forecast,36676760.15709908,VAR_Forecast,81.36313217783488,VAR_Forecast,1.015245124920804,VAR_Forecast,3047.0638719395483,VAR_Forecast,4996.288497764631,VAR_Forecast,100.0,VAR_Forecast,97.3588371991825,VAR_Forecast,100.0,VAR_Forecast,183.9318588476131,VAR_Forecast,14.505411898213229,VAR_Forecast,8.574804367179114,VAR_Forecast,9.79524490870865,VAR_Forecast,198.32108864825105,VAR_Forecast,561115571556.2136,530368169503.7298,595584265459.0746,16135.847218433508,14964.239434169956,17223.95286513297,34.33018719479865,32.62427374558809,36.25184040819489,22.184538549053396,20.98545235479434,23.385598589789165,3.5508982357692145,1.8580702058531504,5.07244369129004,39707574.23812503,38146007.77925786,41231502.32955176,84.18811625911545,83.19523322610527,85.1774650625633,0.6473148223134895,0.5223918154335147,0.7767935374495567,3200.841095599176,3095.8252750939496,3305.5243758439674,5991.3866984232445,5664.97869518151,6329.000385624848,100.0,98.6,100.0,96.9598186785854,91.92049969305502,100.0,100.0,100.0,100.0,200.0,196.2223187738762,200.0,12.336886328487266,11.11502648592082,13.593418834120351,7.7786425627522835,7.383582748856442,8.179160594055189,8.891599328633358,8.493764054945975,9.364696741932867,224.1324093288349,220.95381526277143,227.3849678023469
2033,Malaysia,456910255322.0461,VAR_Forecast,13403.788428171229,VAR_Forecast,33.93290607137971,VAR_Forecast,20.885556694945176,VAR_Forecast,3.253532816536149,VAR_Forecast,36829189.10179765,VAR_Forecast,81.54973047107208,VAR_Forecast,0.8645408265509311,VAR_Forecast,2970.045268235712,VAR_Forecast,5147.767712522409,VAR_Forecast,100.0,VAR_Forecast,97.20858289956344,VAR_Forecast,100.0,VAR_Forecast,186.45527286727764,VAR_Forecast,13.24531554497889,VAR_Forecast,8.145046578800963,VAR_Forecast,9.338676712719543,VAR_Forecast,195.50508132403309,VAR_Forecast,568226799177.2394,533951684873.05896,600264857850.2761,16438.132750041328,15272.623774384296,17555.660514055482,33.94207652346012,32.136988095358554,35.769376643326304,22.07885971878932,20.866533114420825,23.40389816490837,3.664185081251696,1.9678327740208348,5.38091340758845,40339508.738035,38555466.541243374,42156171.19927716,84.81630089537373,83.63541970513722,85.96675178889082,0.5285095358854246,0.3989283124012157,0.6656306698614981,3259.8772968325734,3148.282411790736,3367.268561321387,6114.527295322445,5771.242431857094,6469.57367510623,100.0,98.6,100.0,97.0660476373973,91.2685100700374,100.0,100.0,100.0,100.0,200.0,199.41195111036316,200.0,11.715255913941704,10.526347997442054,12.892229515144194,7.461701893478954,7.0557125702727,7.891498471300975,8.560794308159291,8.141639663291592,9.01911609971678,225.99865328348045,222.37361930748315,229.40057661846333
2034,Malaysia,466143472346.1459,VAR_Forecast,13677.191839774514,VAR_Forecast,34.73097135485205,VAR_Forecast,21.51333322365432,VAR_Forecast,4.577294897294913,VAR_Forecast,36945803.12821856,VAR_Forecast,81.75068943404908,VAR_Forecast,0.7549536397217886,VAR_Forecast,3032.902559373615,VAR_Forecast,5279.208874377488,VAR_Forecast,100.0,VAR_Forecast,97.26855791839942,VAR_Forecast,100.0,VAR_Forecast,189.78524076887945,VAR_Forecast,13.396484179921938,VAR_Forecast,8.266525149161602,VAR_Forecast,9.431327179235565,VAR_Forecast,196.56011871124008,VAR_Forecast,572612399770.2797,537950238557.07227,603547369562.9344,16705.603747056146,15601.621798529726,17842.16035910691,33.4466540545002,31.588154671404048,35.37632302389538,21.90859860725192,20.492410490100383,23.13541084326689,3.7521802183551873,2.079789585053443,5.319263117491155,41036918.19066102,38936206.86420038,43150912.28071968,85.47440159947486,84.0885152408671,86.80388260152375,0.3890143341804237,0.2595764705715481,0.5130067248045446,3332.5935147925748,3217.7209521114946,3446.5377759184767,6248.950468128893,5892.4064221851895,6617.009728167512,99.9999346391465,98.6,100.0,97.19351149082392,90.54138910606385,100.0,100.0,100.0,100.0,200.0,200.0,200.0,10.970989790548948,9.665553234583712,12.187778598869642,7.020890173152591,6.612431972872238,7.48138821217645,8.102766024413707,7.636171367093575,8.574053423464678,227.0754674911858,223.2300285209517,230.9493352873368
2035,Malaysia,514999837770.9421,VAR_Forecast,14716.501998349308,VAR_Forecast,36.65232726160031,VAR_Forecast,21.197826628884307,VAR_Forecast,5.852185084185875,VAR_Forecast,37161244.29047113,VAR_Forecast,82.00202252684215,VAR_Forecast,0.8403475430432217,VAR_Forecast,3143.4411994910847,VAR_Forecast,5161.031106769151,VAR_Forecast,100.0,VAR_Forecast,97.19024173382653,VAR_Forecast,100.0,VAR_Forecast,194.97056014106735,VAR_Forecast,14.025535684108002,VAR_Forecast,8.8331765431427,VAR_Forecast,9.98628897355595,VAR_Forecast,206.2067234613297,VAR_Forecast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
