Year,Country,GDP (current US$),GDP (current US$)_Source,GNI per capita,GNI per capita_Source,Industry (% of GDP),Industry (% of GDP)_Source,Manufacturing (% of GDP),Manufacturing (% of GDP)_Source,Foreign direct investment (% of GDP),Foreign direct investment (% of GDP)_Source,"Population, total","Population, total_Source",Urban population (% of total),Urban population (% of total)_Source,Population growth (annual %),Population growth (annual %)_Source,Energy use (kg of oil equivalent per capita),Energy use (kg of oil equivalent per capita)_Source,Electric power consumption (kWh per capita),Electric power consumption (kWh per capita)_Source,Access to electricity (% of population),Access to electricity (% of population)_Source,Fossil fuel energy consumption (% of total),Fossil fuel energy consumption (% of total)_Source,Individuals using the Internet (% of population),Individuals using the Internet (% of population)_Source,Mobile cellular subscriptions (per 100 people),Mobile cellular subscriptions (per 100 people)_Source,PM2.5 air pollution (micrograms per cubic meter),PM2.5 air pollution (micrograms per cubic meter)_Source,CO2 emissions (metric tons per capita),CO2 emissions (metric tons per capita)_Source,Total greenhouse gas emissions (per capita),Total greenhouse gas emissions (per capita)_Source,Demand (TWh),Demand (TWh)_Source,GDP (current US$)_Prophet,GDP (current US$)_Lower_CI,GDP (current US$)_Upper_CI,GNI per capita_Prophet,GNI per capita_Lower_CI,GNI per capita_Upper_CI,Industry (% of GDP)_Prophet,Industry (% of GDP)_Lower_CI,Industry (% of GDP)_Upper_CI,Manufacturing (% of GDP)_Prophet,Manufacturing (% of GDP)_Lower_CI,Manufacturing (% of GDP)_Upper_CI,Foreign direct investment (% of GDP)_Prophet,Foreign direct investment (% of GDP)_Lower_CI,Foreign direct investment (% of GDP)_Upper_CI,"Population, total_Prophet","Population, total_Lower_CI","Population, total_Upper_CI",Urban population (% of total)_Prophet,Urban population (% of total)_Lower_CI,Urban population (% of total)_Upper_CI,Population growth (annual %)_Prophet,Population growth (annual %)_Lower_CI,Population growth (annual %)_Upper_CI,Energy use (kg of oil equivalent per capita)_Prophet,Energy use (kg of oil equivalent per capita)_Lower_CI,Energy use (kg of oil equivalent per capita)_Upper_CI,Electric power consumption (kWh per capita)_Prophet,Electric power consumption (kWh per capita)_Lower_CI,Electric power consumption (kWh per capita)_Upper_CI,Access to electricity (% of population)_Prophet,Access to electricity (% of population)_Lower_CI,Access to electricity (% of population)_Upper_CI,Fossil fuel energy consumption (% of total)_Prophet,Fossil fuel energy consumption (% of total)_Lower_CI,Fossil fuel energy consumption (% of total)_Upper_CI,Individuals using the Internet (% of population)_Prophet,Individuals using the Internet (% of population)_Lower_CI,Individuals using the Internet (% of population)_Upper_CI,Mobile cellular subscriptions (per 100 people)_Prophet,Mobile cellular subscriptions (per 100 people)_Lower_CI,Mobile cellular subscriptions (per 100 people)_Upper_CI,PM2.5 air pollution (micrograms per cubic meter)_Prophet,PM2.5 air pollution (micrograms per cubic meter)_Lower_CI,PM2.5 air pollution (micrograms per cubic meter)_Upper_CI,CO2 emissions (metric tons per capita)_Prophet,CO2 emissions (metric tons per capita)_Lower_CI,CO2 emissions (metric tons per capita)_Upper_CI,Total greenhouse gas emissions (per capita)_Prophet,Total greenhouse gas emissions (per capita)_Lower_CI,Total greenhouse gas emissions (per capita)_Upper_CI,Demand (TWh)_Prophet,Demand (TWh)_Lower_CI,Demand (TWh)_Upper_CI
2010,Indonesia,755000000000.0,Historical,2490.0,Historical,42.77587,Historical,22.03863,Historical,2.02518,Historical,246000000.0,Historical,49.914,Historical,1.26054,Historical,861.15436,Historical,624.44043,Historical,94.2,Historical,67.15479,Historical,10.92,Historical,86.58862,Historical,20.59573,Historical,1.80145,Historical,3.17488,Historical,177.56,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Indonesia,893000000000.0,Historical,2960.0,Historical,43.91342,Historical,21.76085,Historical,2.30298,Historical,249000000.0,Historical,50.595,Historical,1.27669,Historical,819.01445,Historical,668.40894,Historical,94.8,Historical,65.30214,Historical,12.28,Historical,101.09507,Historical,17.91857,Historical,2.00412,Historical,3.52998,Historical,191.88,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Indonesia,918000000000.0,Historical,3520.0,Historical,43.59374,Historical,21.45096,Historical,2.30978,Historical,253000000.0,Historical,51.276,Historical,1.28584,Historical,838.87182,Historical,721.04893,Historical,96.0,Historical,65.34475,Historical,14.52,Historical,112.68509,Historical,19.55335,Historical,1.99555,Historical,3.56153,Historical,208.96,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Indonesia,913000000000.0,Historical,3670.0,Historical,42.63568,Historical,21.02869,Historical,2.55136,Historical,256000000.0,Historical,51.955,Historical,1.24038,Historical,850.15717,Historical,761.74759,Historical,96.5,Historical,65.26569,Historical,14.94,Historical,123.67023,Historical,20.10299,Historical,1.85646,Historical,3.38028,Historical,225.18,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Indonesia,891000000000.0,Historical,3570.0,Historical,41.92834,Historical,21.07518,Historical,2.81997,Historical,259000000.0,Historical,52.635,Historical,1.17536,Historical,871.11967,Historical,800.15096,Historical,97.0,Historical,66.08948,Historical,17.1432,Historical,127.06675,Historical,18.53546,Historical,1.95133,Historical,3.50468,Historical,237.55,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Indonesia,861000000000.0,Historical,3390.0,Historical,40.04786,Historical,20.98579,Historical,2.29762,Historical,262000000.0,Historical,53.313,Historical,1.12234,Historical,,Historical,910.0,Historical,97.5,Historical,,Historical,22.0627,Historical,130.82163,Historical,18.67128,Historical,1.95725,Historical,3.46569,Historical,243.29,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Indonesia,932000000000.0,Historical,3370.0,Historical,39.30844,Historical,20.52297,Historical,0.48737,Historical,265000000.0,Historical,53.989,Historical,1.07449,Historical,,Historical,956.0,Historical,97.6,Historical,,Historical,25.4474,Historical,147.24962,Historical,19.131,Historical,1.91619,Historical,3.41148,Historical,258.24,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Indonesia,1020000000000.0,Historical,3490.0,Historical,39.37915,Historical,20.16002,Historical,2.01949,Historical,267000000.0,Historical,54.659,Historical,1.02233,Historical,,Historical,1021.0,Historical,98.1,Historical,,Historical,32.3358,Historical,164.53516,Historical,16.95556,Historical,2.00383,Historical,3.58102,Historical,266.95,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Indonesia,1040000000000.0,Historical,3810.0,Historical,39.72974,Historical,19.86319,Historical,1.81429,Historical,270000000.0,Historical,55.325,Historical,0.96974,Historical,,Historical,1064.0,Historical,98.5,Historical,,Historical,39.9046,Historical,119.60849,Historical,18.43719,Historical,2.21327,Historical,3.90936,Historical,285.29,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Indonesia,1120000000000.0,Historical,4020.0,Historical,38.95177,Historical,19.70354,Historical,2.23336,Historical,272000000.0,Historical,55.985,Historical,0.9356,Historical,,Historical,1084.0,Historical,98.9,Historical,,Historical,47.6906,Historical,126.59467,Historical,19.42709,Historical,2.33884,Historical,4.06907,Historical,297.12,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Indonesia,1060000000000.0,Historical,3850.0,Historical,38.23839,Historical,19.86642,Historical,1.81058,Historical,275000000.0,Historical,56.641,Historical,0.8498,Historical,,Historical,,Historical,97.0,Historical,,Historical,53.7265,Historical,130.8111,Historical,17.8815,Historical,2.16241,Historical,3.82199,Historical,293.37,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Indonesia,1190000000000.0,Historical,4130.0,Historical,39.84482,Historical,19.24341,Historical,1.78786,Historical,277000000.0,Historical,57.29,Historical,0.7046,Historical,,Historical,,Historical,99.2,Historical,,Historical,62.1045,Historical,133.65054,Historical,,Historical,2.23779,Historical,3.89177,Historical,310.33,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Indonesia,1320000000000.0,Historical,4520.0,Historical,41.43005,Historical,18.33652,Historical,1.87268,Historical,279000000.0,Historical,57.934,Historical,0.74605,Historical,,Historical,,Historical,100.0,Historical,,Historical,66.4846,Historical,114.90056,Historical,,Historical,2.35508,Historical,4.13415,Historical,334.34,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,Indonesia,1370000000000.0,Historical,4810.0,Historical,40.21563,Historical,18.66739,Historical,1.61073,Historical,281000000.0,Historical,58.572,Historical,0.84267,Historical,,Historical,,Historical,,Historical,,Historical,69.2084,Historical,,Historical,,Historical,2.39886,Historical,4.26829,Historical,351.49,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Indonesia,1304310226886.3948,VAR_Forecast,4691.187424287184,VAR_Forecast,40.14744402232901,VAR_Forecast,21.47271679567049,VAR_Forecast,0.7468239595930013,VAR_Forecast,282234694.26931584,VAR_Forecast,58.75186483634358,VAR_Forecast,0.8048097126164675,VAR_Forecast,801.575693439941,VAR_Forecast,1136.4901553134468,VAR_Forecast,100.0,VAR_Forecast,62.182941366991,VAR_Forecast,72.02735228873966,VAR_Forecast,146.01564003912242,VAR_Forecast,17.18841906219682,VAR_Forecast,2.167980374108238,VAR_Forecast,3.9167241686691217,VAR_Forecast,350.62778389835205,VAR_Forecast,1441345731672.06,1341995959416.4895,1536598283260.5193,5194.071202067162,4811.443153328896,5556.365083151667,36.2272981187194,33.73533206247618,38.540128396137554,15.202185366412866,12.541088495349266,17.66959650969145,2.595521013785026,1.1389785050903214,3.947270248013008,288997443.89876044,288737129.72822803,289263475.7871929,59.91314951338714,59.90271446932172,59.92540940016845,0.6461454437058363,0.5942862378131384,0.6982558780686376,859.6747738113719,844.3845228718657,874.9620430801065,1266.3411907693855,1204.596721178799,1330.9796212533404,99.55782493504084,98.25415843680356,100.0,65.28722461253095,64.52690751186243,66.06541904850651,61.47476437987952,50.168127093064335,71.94146357421552,177.96799133791654,146.58824153605187,200.0,16.94950872476005,15.930402710315327,17.969923075153687,2.3153327638176684,2.235937814577972,2.394352486926977,4.105677845340515,3.96469039260425,4.235832696139283,361.6497939538229,355.8928762438672,366.9747921577872
2025,Indonesia,1195300498502.9507,VAR_Forecast,4584.4801602688,VAR_Forecast,41.93072192890874,VAR_Forecast,23.4044802340772,VAR_Forecast,-2.2551459496147563,VAR_Forecast,284003867.3329908,VAR_Forecast,58.85670578255242,VAR_Forecast,0.6725336448588038,VAR_Forecast,816.1218852783807,VAR_Forecast,1146.2593768864965,VAR_Forecast,100.0,VAR_Forecast,61.3159042447877,VAR_Forecast,71.1166199145176,VAR_Forecast,146.3310516269143,VAR_Forecast,19.034141565951757,VAR_Forecast,1.9518202424531248,VAR_Forecast,3.618749653616927,VAR_Forecast,367.0663131603211,VAR_Forecast,1473857764553.203,1385360089919.6443,1572290473365.1228,5378.671268693605,4983.559903437504,5773.588538627509,34.81800473080914,32.436560890173936,37.18484270472571,13.938951253785104,11.460800581731496,16.48208417191053,2.562183207223497,1.1352875503554896,4.030821429036059,296984646.91921884,296122111.1988006,297864047.5789542,60.60280947466941,60.5691027151423,60.64174616650377,0.5686287706871973,0.5165118442104115,0.618503072190182,852.9832150094734,836.579003920054,868.3886482991932,1333.3329424575584,1271.2983634513523,1395.9537335111872,98.43626902431244,97.20507311420884,99.686412931277,64.60393597387477,63.862117854516846,65.35402314972316,64.35162432952461,52.74130332944843,75.22971657939506,188.2427247381922,160.03130686804042,200.0,16.796324476820338,15.767926073777655,17.835171992026915,2.1977883642960414,2.126010523018978,2.281879675949383,3.953690814175292,3.8208432714400735,4.094666789662393,366.1606162159891,360.5422842210325,371.8654185731489
2026,Indonesia,1194106077710.9658,VAR_Forecast,4337.04509326168,VAR_Forecast,39.30649701161638,VAR_Forecast,21.89299672024103,VAR_Forecast,-1.0375253291917466,VAR_Forecast,283836517.35213166,VAR_Forecast,59.11938896601066,VAR_Forecast,0.6319354987379011,VAR_Forecast,884.9078928367665,VAR_Forecast,1218.6905287761504,VAR_Forecast,100.0,VAR_Forecast,64.08006034896025,VAR_Forecast,72.6673452519316,VAR_Forecast,150.52767313586267,VAR_Forecast,18.744486181279804,VAR_Forecast,1.9395987462539876,VAR_Forecast,3.614201041673637,VAR_Forecast,381.1703731893393,VAR_Forecast,1498243533362.1858,1398460692158.5854,1595772980979.579,5560.74734699023,5203.069993530544,5948.628696755862,33.26383954247521,30.82442691043394,35.752237192800365,12.560227659812163,10.270530615607036,15.032571657121192,2.5299537505765306,1.182928367297694,3.996357445941458,308948493.77712923,307313584.6853425,310658329.21002585,61.309191153091525,61.23854764729638,61.38298228758653,0.4770712190306576,0.422998083441882,0.5307186086276687,845.8718443636709,829.154382307429,860.2788454584403,1409.4588280759317,1348.4665586696922,1474.2795994725786,96.78117670612716,95.60936127666976,98.01474439136332,63.75401804234682,62.99029016993061,64.53566313189495,67.19779802781682,55.5374143860228,78.44591385888525,199.75134463679865,169.61292685576177,200.0,16.653179703261817,15.672485434891511,17.70697212879601,2.0239908105370867,1.9457736118396696,2.101487826508246,3.72346828656782,3.591635645946891,3.8599136897893143,368.06528036210045,362.1297004246279,373.71705434511233
2027,Indonesia,1174731588173.3374,VAR_Forecast,3906.3855325286536,VAR_Forecast,34.83831132694572,VAR_Forecast,20.733303964266483,VAR_Forecast,-1.9926147413516817,VAR_Forecast,284482681.7673909,VAR_Forecast,59.25028433469184,VAR_Forecast,0.670977197421649,VAR_Forecast,877.9830077321318,VAR_Forecast,1294.514894740307,VAR_Forecast,100.0,VAR_Forecast,64.78641296585114,VAR_Forecast,75.63266494815127,VAR_Forecast,127.3853333044038,VAR_Forecast,17.32996743863348,VAR_Forecast,2.0975408163612466,VAR_Forecast,3.837994720918138,VAR_Forecast,384.94457136959306,VAR_Forecast,1514556040549.4573,1412328711180.0574,1610571431571.251,5740.311060801036,5373.489755223413,6129.47632869363,31.566648919516958,29.13596329951906,34.12885379720302,11.067467892384208,8.498505223526205,13.423606448690917,2.499122513583159,0.9802041240976512,3.931744097834485,325866193.10193497,323150011.87267363,328519336.0472625,62.03381577584142,61.92374218769962,62.14991647550694,0.3715538847412081,0.3152010126049315,0.4276392396880839,838.3589026871928,821.981064117051,855.1093713537929,1494.6516600597586,1431.211475683998,1555.5181654327207,94.59677099490504,93.29124938359335,95.7397558080923,62.73979179253924,61.94017889970075,63.52141749107994,70.01345796462388,58.65313042408516,80.21454192357051,200.0,182.311504860076,200.0,16.519923258350914,15.502829954776534,17.484355979532967,1.7943087874596884,1.7185612401332702,1.8752643669209568,3.4155225233260644,3.2741338529233284,3.5408573704316315,367.3822611989914,361.6312884085647,372.6771153648544
2028,Indonesia,1213431205536.9072,VAR_Forecast,3757.0251787397465,VAR_Forecast,33.45537542436286,VAR_Forecast,22.2229194211801,VAR_Forecast,-2.8779826740441887,VAR_Forecast,284481750.1799694,VAR_Forecast,59.09314865106103,VAR_Forecast,0.6222149535028707,VAR_Forecast,799.343420835668,VAR_Forecast,1393.858120122345,VAR_Forecast,100.0,VAR_Forecast,61.6377885263859,VAR_Forecast,83.29055166437129,VAR_Forecast,158.6141473712049,VAR_Forecast,17.362711418051994,VAR_Forecast,2.1978809101438483,VAR_Forecast,3.917066543496116,VAR_Forecast,382.3716670177808,VAR_Forecast,1656945395581.9148,1557006928054.4102,1749262498712.4563,5944.678513273663,5561.676397529357,6316.220942771749,34.74762651271709,32.44186643577733,37.24575853802787,13.231834067291462,10.812716352924472,15.771490942832688,3.212943192709175,1.8583616470085784,4.61550247436138,297997424.5574964,294035458.2990645,301759864.5489184,62.51118157239595,62.35564850804285,62.678049569601065,0.4683379197022916,0.4170562340041071,0.5220631202483313,850.9045857821659,834.295000589094,867.4060185369034,1414.516993548859,1352.2753610561813,1479.0795892401843,100.0,99.66051631997556,100.0,64.82163562523435,63.95394575744579,65.61629730947257,73.16590887411472,62.51923663302104,83.86729132154649,200.0,175.258656405726,200.0,16.03871877204014,15.034763416783273,17.07342074522774,2.4810169099048025,2.3963064664599405,2.5601840880135622,4.38158957833722,4.239662346711782,4.518913045304996,411.524740434801,405.2476734221988,417.8775124121031
2029,Indonesia,1088263258983.4728,VAR_Forecast,3718.41652032999,VAR_Forecast,36.235137744872674,VAR_Forecast,24.22047633101608,VAR_Forecast,-3.907348971699899,VAR_Forecast,285582616.88065815,VAR_Forecast,58.985681912093504,VAR_Forecast,0.4940105085296927,VAR_Forecast,780.376982322892,VAR_Forecast,1419.633196265935,VAR_Forecast,100.0,VAR_Forecast,60.02820129862319,VAR_Forecast,88.02968806708544,VAR_Forecast,141.85475885705117,VAR_Forecast,19.80673904920648,VAR_Forecast,1.9775590008460824,VAR_Forecast,3.6585944132645927,VAR_Forecast,387.3366437290685,VAR_Forecast,1689457428462.8452,1586964894306.0151,1782155355245.168,6129.27857990007,5749.87756423104,6499.597901185021,33.33908669701156,30.870066678452723,35.71751772514495,11.979344215687142,9.63129194832981,14.336529495060354,3.1924121544165835,1.7454961917139302,4.493267091139978,305984627.5780232,300949312.36508805,310894340.3170351,63.20084153367955,62.993375667112446,63.425198442767226,0.3908212466833107,0.33235858971924,0.4472036755602136,844.2130269802351,826.3685467784209,862.7180106174688,1481.5087452373218,1422.5362730087422,1548.8348521369408,99.7340926266884,98.23344069842604,100.0,64.13834698657332,63.24599199991824,65.01709168480906,76.04276882375933,64.95728359687052,87.31634818080045,200.0,189.4202589751917,200.0,15.885534524101097,14.818981619169074,16.89767689926929,2.363472510381591,2.286750688711225,2.437577129368809,4.229602547169782,4.092736736377192,4.358540187727473,416.03556269688926,409.0482179118866,422.4370188198287
2030,Indonesia,1077740807134.8544,VAR_Forecast,3777.7264142606937,VAR_Forecast,37.50615612890076,VAR_Forecast,23.626920370843116,VAR_Forecast,-1.5898242302000278,VAR_Forecast,284980798.3827328,VAR_Forecast,59.2256871989828,VAR_Forecast,0.3712221463442517,VAR_Forecast,853.5791772996372,VAR_Forecast,1394.3786526316733,VAR_Forecast,99.9147714889986,VAR_Forecast,63.43594673947533,VAR_Forecast,95.59877442305704,VAR_Forecast,101.91713558699824,VAR_Forecast,21.5186785317289,VAR_Forecast,2.159833396232848,VAR_Forecast,3.944298157525459,VAR_Forecast,402.5574992113093,VAR_Forecast,1713843197271.9463,1617579624430.8708,1818616642451.4912,6311.354658196694,5952.458514018642,6693.139320926445,31.78583634074016,29.52871842075132,34.065239500831844,10.61170803049015,8.10163812213527,13.145723366864363,3.173206702315536,1.798524148992989,4.526987290659482,317948474.42904323,311793222.6107672,324240373.3945362,63.907223212086265,63.648813961218494,64.18795368377093,0.2992636950269947,0.2380713967208254,0.3584751371168989,837.1016563343717,818.1132576446996,856.767850972351,1557.6346308554969,1495.7487221548006,1621.8245573572278,98.0790003085052,96.56744242089616,99.61800017378752,63.28842905503933,62.35862767230398,64.25752173610098,78.88894252205135,67.55356032174579,90.73200937593202,200.0,200.0,200.0,15.742389750542191,14.776143168152142,16.819880203420844,2.1896749566236973,2.112335398816703,2.2668070036122145,3.999380019563812,3.86512767026944,4.12915495826404,417.9402268430503,410.5467468402634,424.860215946147
